puuid,player,account_level,current_tier,current_elo,highest_tier,matches_count,avg_kills,avg_deaths,avg_assists,avg_kd,avg_kda,avg_hs_pct,avg_dmg_made,avg_dpr,avg_spr,avg_kpr,median_kd,median_kpr,kd_std,kd_cv,kills_std,kills_cv,hs_std,hs_cv,dpr_std,dpr_cv,score_cv,win_rate,max_win_streak,avg_margin,agent_diversity,top_agent_ratio,rank_gap,tier_range,tier_trend,perf_rank_ratio_kd,perf_rank_ratio_hs,perf_rank_ratio_dpr,perf_level_ratio,match_frequency,activity_span_days,level_range,dmg_efficiency,high_perf_rate,dominant_rate,avg_kd_diff,kd_diff_positive_rate,peak_tier_v3,peak_rr,peak_current_gap_v3,seasons_played,first_season_tier,latest_season_tier,seasonal_rank_growth,seasonal_avg_winrate,total_act_wins,avg_games_per_season,mmr_hist_count,avg_rr_change,rr_change_std,positive_rr_rate,max_rr_gain,elo_range,elo_velocity,max_rr_streak,avg_ability_total,avg_ultimate_casts,avg_afk_rounds,avg_rounds_in_spawn,avg_economy_spent,avg_loadout_value,economy_efficiency,party_count,solo_queue_rate,avg_session_playtime,avg_ff_outgoing,iso_score,lof_score,ocsvm_score,gmm_score,cluster,skill_cluster,rule_score,smurf_score,is_dbscan_noise,judgment,confidence,current_rank,highest_rank
9d5bf725-5be6-59c4-81f9-189980048ade,angeiッ#1010,20,0,0,0,3,17.667,14.333,4.0,1.3135,1.6072,0.27487,3277.67,160.583,250.642,0.86564,1.2667,0.95,0.4684,0.3566,3.399,0.1924,0.16553,0.6022,46.643,0.2905,0.1588,0.6667,1,3.667,2,0.6667,0,0,0.0,1.9702,0.4123,240.8746,13.1349,52.7937,0.06,0,0.53944,0.3333,0.0,3.333,0.6667,0,0,0,1,0,0,0.0,0.0,2,3.0,0,0.0,0.0,0.0,0,0,0.0,0,26.67,2.333,0.0,0.0,1966.27,3841.07,2.672,1,0.3333,55.0,0.0,72.09,100.0,98.45,3.26,5,高スキル帯,80.0,100.0,1,🔴 スマーフ濃厚,高,Unrated,Unrated
44ca6de9-2b2b-58c1-a90e-165163129e35,今宵オレらは子供に還る#暴走族神,20,0,0,0,3,28.0,20.333,4.0,1.3834,1.5868,0.20884,4833.33,193.888,310.782,1.11888,1.4444,1.13043,0.1461,0.1056,2.828,0.101,0.04426,0.2119,11.075,0.0571,0.0859,0.0,0,-1.667,1,1.0,0,0,0.0,2.075,0.31326,290.8314,13.8336,40.0918,0.07,0,0.54579,0.3333,0.0,7.667,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,57.33,4.0,0.0,0.0,2576.25,3830.92,2.1479,1,0.3333,57.67,0.0,92.96,76.92,96.23,3.26,5,高スキル帯,72.0,100.0,1,🔴 スマーフ濃厚,高,Unrated,Unrated
b9f8f4e1-ae0e-516f-87b5-608e28656204,Rick ツ#thai,23,0,0,9,4,24.75,17.25,3.0,1.6197,1.824,0.46389,4570.25,213.929,327.755,1.16176,1.5394,1.21429,0.7889,0.4871,7.595,0.3069,0.09061,0.1953,66.504,0.3109,0.2836,0.5,2,1.75,2,0.75,0,0,0.0,2.4296,0.69583,320.8942,14.0844,15.0666,0.27,1,0.58305,0.5,0.25,7.5,0.75,9,0,0,3,9,9,0.0,0.0667,7,5.0,0,0.0,0.0,0.0,0,0,0.0,0,47.67,3.333,0.0,0.0,2358.33,3605.75,2.7472,2,0.6667,37.0,0.0,83.14,31.74,78.68,73.77,0,低スキル帯,91.0,99.6,1,🔴 スマーフ濃厚,高,Unrated,Silver 1
188f4a29-c50a-5192-be5e-976e88d5766a,山田のバター焼き#1112,21,16,1326,16,10,19.6,15.6,9.1,1.3464,1.9605,0.20485,3655.0,170.146,269.036,0.91131,1.2847,0.86607,0.444,0.3298,6.391,0.3261,0.04089,0.1996,34.604,0.2034,0.2908,0.9,9,4.7,4,0.7,0,3,-0.33939,1.2623,0.19205,159.5115,12.8232,36.7824,0.27,1,0.54571,0.4,0.1,4.0,0.8,16,0,0,1,16,16,0.0,0.65,14,20.0,0,0.0,0.0,0.0,0,0,0.0,0,39.33,1.667,0.333,0.333,1917.63,2657.02,2.8085,1,0.3333,976.33,0.0,80.57,70.87,96.84,3.26,5,高スキル帯,64.0,94.3,1,🔴 スマーフ濃厚,高,Platinum 2,Platinum 2
a62b9c95-452e-5ebd-be25-7e2d5689a36c,佐藤葵#4yu,237,11,813,27,659,18.455,14.498,2.962,1.3354,1.5386,0.32789,3410.6,177.925,276.748,0.96725,1.25,1.0,0.9785,0.7327,10.798,0.5851,0.14158,0.4318,87.388,0.4911,0.5835,0.5023,8,0.334,24,0.3763,16,23,-0.00092,1.821,0.44712,242.6253,1.1269,0.4509,1461.51,212,0.54894,0.3642,0.176,3.958,0.6222,27,0,16,30,11,18,0.25,0.4557,1161,77.63,548,0.119,21.652,0.5,45,1211,-0.3818,9,45.33,1.667,0.0,0.0,2749.01,3606.15,1.9431,3,1.0,225.33,0.0,99.89,31.12,100.0,0.0,3,最高スキル帯,52.0,86.4,1,🔴 スマーフ濃厚,中,Silver 3,Radiant
620fc7db-3ea8-51b4-b1e3-69839ac8394d,maguchan#11111,103,16,1310,16,27,20.593,12.667,4.778,2.0963,2.5177,0.29424,3934.85,183.138,270.139,0.96252,1.4615,0.96429,1.9559,0.933,7.617,0.3699,0.17524,0.5956,60.054,0.3279,0.357,0.6667,7,2.63,8,0.4815,0,12,-0.43284,1.9653,0.27585,171.6915,4.0704,0.1237,218.19,74,0.61247,0.4815,0.4074,7.926,0.7778,16,0,0,5,16,4,-2.4,0.4592,377,158.8,20,16.45,23.562,0.7,43,613,-39.1293,11,67.0,2.333,0.0,0.0,2377.96,3639.27,3.5262,3,1.0,53.67,0.0,100.0,7.37,96.32,25.01,1,中スキル帯,62.0,85.6,1,🔴 スマーフ濃厚,中,Platinum 2,Platinum 2
c1a155eb-4315-5d0c-9adf-bc50ed9a195d,pits#1997,83,6,347,13,27,7.259,4.852,1.444,1.3387,1.591,0.28917,1295.48,132.285,195.776,0.71033,0.75,0.61111,1.2275,0.917,9.713,1.338,0.21864,0.7561,72.448,0.5477,1.3471,0.375,3,-0.185,14,0.1852,7,7,0.05617,3.3466,0.72293,330.7122,3.2257,0.2769,97.52,26,0.58977,0.3333,0.2593,2.407,0.3704,13,0,7,6,6,10,0.6667,0.3287,310,126.5,0,0.0,0.0,0.0,0,0,0.0,0,20.0,1.667,0.0,0.033,1796.61,3577.38,2.9804,2,0.6667,31.33,0.0,89.24,13.42,10.54,83.87,0,低スキル帯,62.0,72.4,1,🟠 スマーフ可能性高,中,Bronze 1,Gold 2
06b7468b-1a53-50f2-9483-c60382a6842f,廃村長#namu,21,11,828,11,6,17.167,17.833,4.667,0.9802,1.243,0.31167,3321.5,149.614,227.667,0.77009,1.0079,0.82971,0.3918,0.3997,6.094,0.355,0.06244,0.2004,48.013,0.3209,0.3288,0.3333,1,-2.5,4,0.5,0,0,0.0,1.3367,0.425,204.0186,9.3355,43.1238,0.14,1,0.50724,0.1667,0.0,-0.667,0.5,11,0,0,1,11,11,0.0,0.1667,2,6.0,0,0.0,0.0,0.0,0,0,0.0,0,44.0,2.0,0.0,0.0,2542.23,3394.54,1.5423,1,0.3333,179.67,0.0,38.29,82.32,96.18,3.26,5,高スキル帯,30.0,71.3,1,🟠 スマーフ可能性高,中,Silver 3,Silver 3
67fd98fa-da69-5191-bcc8-0f9c316c65a5,Charles#www,86,17,1407,22,203,8.399,14.212,5.005,0.691,1.1179,0.13647,1682.38,86.73,129.516,0.43673,0.5833,0.3913,0.6283,0.9091,4.723,0.5624,0.07495,0.5492,43.155,0.4976,0.5139,0.6601,14,2.177,18,0.335,5,15,-0.06302,0.6097,0.12042,76.5262,1.6071,0.3894,521.32,62,0.39045,0.0542,0.0197,-5.813,0.1429,22,0,5,10,17,6,-1.1,0.5179,282,52.6,59,6.508,14.659,0.6441,28,615,-10.4209,14,54.0,2.667,0.0,0.0,2719.63,3692.07,1.0164,2,0.6667,47.33,0.0,84.81,7.22,96.06,25.01,1,中スキル帯,22.0,68.5,1,🟠 スマーフ可能性高,中,Platinum 3,Ascendant 2
cdbeef49-f8d2-5ea2-8663-0181734cb423,osu界隈#腱鞘炎,17,12,921,12,12,25.167,14.417,4.917,1.9601,2.3085,0.14624,4284.92,214.09,355.052,1.26262,1.6059,1.24643,1.0012,0.5108,7.267,0.2887,0.04405,0.3012,61.495,0.2872,0.2685,0.5833,4,1.667,3,0.6667,0,5,-0.31818,2.4501,0.1828,267.6128,19.6005,0.6339,18.93,14,0.59794,0.5,0.4167,10.75,0.8333,12,0,0,2,12,3,-4.5,0.4054,28,27.0,0,0.0,0.0,0.0,0,0,0.0,0,42.33,3.0,0.0,0.0,2573.7,4202.1,3.0463,1,0.3333,172.67,0.0,77.54,5.55,8.06,63.5,0,低スキル帯,91.0,67.9,1,🟠 スマーフ可能性高,中,Gold 1,Gold 1
e425a265-f5ea-59cf-a8f5-0c78984bcd50,ZeNeTsU#777,188,0,0,14,5,21.6,13.0,4.4,1.6725,1.9593,0.27548,3892.6,212.271,341.944,1.18242,1.875,1.25,0.444,0.2655,10.052,0.4654,0.12081,0.4385,60.496,0.285,0.4492,0.4,2,0.0,4,0.4,0,10,-4.0,2.7875,0.45913,353.7843,1.7793,0.0036,1378.18,134,0.59124,0.8,0.2,8.6,0.8,14,0,0,22,11,3,-0.4444,0.3141,254,23.09,0,0.0,0.0,0.0,0,0,0.0,0,41.67,1.667,0.0,0.0,2436.72,3507.25,2.7455,2,0.6667,27.67,0.0,73.4,28.88,21.52,89.44,0,低スキル帯,31.0,66.7,1,🟠 スマーフ可能性高,中,Unrated,Gold 3
15c8e4ca-32e4-577e-9596-428c0fd96dc4,種付プレス#11112,27,15,1202,15,11,23.909,13.636,5.182,1.9501,2.4206,0.23211,4502.82,214.308,326.712,1.14275,1.6667,1.0,0.8799,0.4512,7.549,0.3157,0.06546,0.282,54.372,0.2537,0.3014,0.5455,3,1.364,5,0.3636,0,4,-0.18182,1.9501,0.23211,214.3078,14.445,0.8384,13.12,5,0.63769,0.5455,0.4545,10.273,0.9091,15,0,0,1,15,15,0.0,0.4706,19,34.0,0,0.0,0.0,0.0,0,0,0.0,0,68.33,2.333,0.0,0.0,2640.86,3668.84,2.9537,1,0.3333,120.33,0.0,70.27,3.77,6.07,55.89,0,低スキル帯,96.0,63.5,1,🟠 スマーフ可能性高,中,Platinum 1,Platinum 1
0e603575-7d34-5d2a-bf19-af5198b680dc,adultscout#8282,21,12,950,12,5,13.0,13.4,5.4,1.738,2.4099,0.16309,2748.4,141.493,211.575,0.68861,0.8182,0.55,1.9653,1.1308,2.828,0.2176,0.06252,0.3833,20.598,0.1456,0.1497,0.6,2,3.0,2,0.8,0,0,0.0,2.1725,0.20387,176.8663,16.5522,1.2178,4.11,1,0.53156,0.2,0.2,-0.4,0.2,12,0,0,1,12,12,0.0,0.2,3,5.0,0,0.0,0.0,0.0,0,0,0.0,0,46.33,2.667,0.0,0.0,2607.51,3621.45,2.6661,1,0.3333,42.0,0.0,53.48,5.59,5.66,63.63,0,低スキル帯,94.0,58.1,1,🟠 スマーフ可能性高,中,Gold 1,Gold 1
e300d32a-ea6f-514e-995a-a81cba58029e,Glucose#BSED,181,10,739,18,39,9.256,7.846,1.744,1.3801,1.6036,0.31152,1813.87,169.351,245.209,0.85272,1.0,0.75,1.617,1.1717,9.256,1.0,0.22645,0.7269,90.576,0.5348,0.9905,0.2941,3,-1.718,10,0.2564,8,9,0.11862,2.0701,0.46728,254.0269,1.5249,0.1531,254.72,122,0.5561,0.3333,0.1538,1.41,0.4359,18,0,8,8,10,6,-0.5,0.4412,935,241.75,0,0.0,0.0,0.0,0,0,0.0,0,16.33,1.333,0.0,0.0,1855.39,2724.02,2.9753,2,0.6667,159.33,0.0,74.75,9.57,7.49,67.07,0,低スキル帯,49.0,57.4,1,🟠 スマーフ可能性高,中,Silver 2,Diamond 1
28fc8090-3ad9-5456-8594-1f550783b8b4,Cera#sera,24,0,0,16,3,10.667,20.667,1.333,0.5048,0.5679,0.30564,2089.33,82.419,116.778,0.42222,0.5,0.41667,0.057,0.113,3.3,0.3094,0.02139,0.07,13.995,0.1698,0.3132,0.3333,1,-2.0,2,0.6667,0,0,0.0,0.4733,0.28653,77.2682,4.2067,0.0023,1317.25,1,0.35491,0.0,0.0,-10.0,0.0,16,0,0,5,16,11,-1.0,0.4683,40,13.8,0,0.0,0.0,0.0,0,0,0.0,0,34.5,3.0,0.0,0.0,2443.75,3251.25,0.8263,1,0.5,32.5,0.0,68.41,7.11,6.67,100.0,0,低スキル帯,33.0,56.3,1,🟠 スマーフ可能性高,中,Unrated,Platinum 2
e12a7fbd-c85b-5272-b268-8fa1f22d6eee,STAY#6747,33,14,1150,14,5,18.0,12.2,4.8,1.7176,2.1946,0.19036,3410.6,177.151,264.116,0.92843,1.9091,1.09524,0.7434,0.4328,3.795,0.2108,0.04855,0.2551,46.713,0.2637,0.1793,0.6,2,3.0,3,0.4,0,0,0.0,1.8403,0.20395,189.8051,10.4096,1.2178,4.11,1,0.59416,0.6,0.4,5.8,0.6,14,0,0,1,14,14,0.0,0.2,3,5.0,0,0.0,0.0,0.0,0,0,0.0,0,31.33,2.333,0.0,0.0,2220.97,3790.73,3.0934,1,0.3333,801.67,0.0,63.19,3.78,5.38,61.35,0,低スキル帯,72.0,55.1,1,🟠 スマーフ可能性高,中,Gold 3,Gold 3
f56d4e28-d214-5025-b1ae-b9444cfa4077,オコジョ#9505,48,0,0,18,8,16.875,12.25,4.0,1.9811,2.3874,0.18641,3138.38,184.621,285.74,1.02696,1.4121,1.0,1.43,0.7218,5.946,0.3524,0.0675,0.3621,51.115,0.2769,0.3337,0.875,7,4.125,5,0.375,0,2,-0.28571,1.8194,0.17119,169.5496,8.2547,0.0053,1496.3,24,0.56542,0.5,0.375,4.625,0.625,18,0,0,15,14,10,-0.3077,0.4486,115,15.07,0,0.0,0.0,0.0,0,0,0.0,0,45.67,4.0,0.0,0.0,2474.64,3795.67,3.2023,3,1.0,104.33,0.0,66.48,3.59,5.42,65.0,0,低スキル帯,61.0,54.3,1,🟡 スマーフ疑い,中,Unrated,Diamond 1
5926792c-cf67-55bd-a625-d91f6388cc0b,minamisan7#0000,164,8,584,8,14,13.143,12.786,5.5,2.3024,3.0319,0.11984,2541.5,134.865,206.829,0.70492,0.9973,0.6567,4.6528,2.0208,4.47,0.3401,0.03936,0.3285,34.769,0.2578,0.2936,0.6154,2,0.714,5,0.5,0,3,-0.15165,4.317,0.2247,252.8718,2.8078,0.0257,543.86,97,0.50278,0.1429,0.1429,0.357,0.5,8,0,0,6,8,7,-0.1667,0.3823,61,19.83,0,0.0,0.0,0.0,0,0,0.0,0,51.67,2.0,0.0,0.0,2491.45,3607.67,3.6965,3,1.0,42.0,0.0,58.61,12.97,9.91,84.08,0,低スキル帯,36.0,52.6,1,🟡 スマーフ疑い,中,Bronze 3,Bronze 3
8bfa693e-2554-559e-8900-65ccfeb777e9,らぶめろでぃ#はーと,66,14,1110,18,111,15.054,14.495,4.063,1.0598,1.347,0.15758,2687.15,136.858,222.002,0.75986,1.0625,0.80952,0.5722,0.5399,7.109,0.4722,0.08902,0.5649,45.411,0.3318,0.4543,0.6636,15,2.441,12,0.6937,4,10,-0.05998,1.1355,0.16883,146.6341,3.2115,0.4445,249.74,44,0.49387,0.1622,0.0631,0.559,0.5315,18,0,4,5,14,8,-1.2,0.4705,256,96.8,29,2.069,16.94,0.5517,28,551,-22.4793,7,31.67,2.333,0.0,0.0,2434.65,3621.31,1.7412,1,0.3333,462.0,0.0,49.59,5.71,95.6,25.01,1,中スキル帯,18.0,52.2,1,🟡 スマーフ疑い,中,Gold 3,Diamond 1
34fcc852-cee4-59d2-9ea8-a14166ba89ba,オクラの肉巻きの申し子#100,37,10,773,14,12,20.167,14.25,4.25,1.6189,1.93,0.26321,3728.42,186.175,286.945,1.01126,1.7143,1.09191,0.8155,0.5037,7.946,0.394,0.109,0.4141,64.053,0.344,0.3823,0.75,4,2.333,4,0.75,4,5,0.09091,2.4284,0.39482,279.2632,8.7509,0.0217,554.09,16,0.57183,0.5833,0.25,5.917,0.75,14,0,4,8,10,13,0.4286,0.3439,62,16.62,0,0.0,0.0,0.0,0,0,0.0,0,36.67,2.667,0.0,0.0,2235.76,3629.74,2.8964,2,0.6667,147.33,0.0,55.73,2.18,5.04,52.17,0,低スキル帯,80.0,51.7,1,🟡 スマーフ疑い,中,Silver 2,Gold 3
4a4bbe64-f0e3-5539-ba08-a05dabd9fa4f,SIGE ACE KONA#11161,44,12,900,14,25,15.96,10.6,2.76,1.3563,1.5669,0.20506,2843.2,177.29,283.858,0.99257,1.15,1.0,0.9883,0.7287,13.067,0.8188,0.11599,0.5656,82.421,0.4649,0.8024,0.4167,3,-1.0,9,0.28,2,5,-0.13615,1.6954,0.25632,221.6125,6.165,2.8981,8.63,7,0.58618,0.36,0.2,5.36,0.56,14,0,2,2,12,3,-4.5,0.362,106,145.0,0,0.0,0.0,0.0,0,0,0.0,0,45.0,2.667,0.0,0.0,2388.8,3492.05,2.2711,3,1.0,473.67,0.0,63.32,7.44,8.21,60.68,0,低スキル帯,51.0,51.4,1,🟡 スマーフ疑い,中,Gold 1,Gold 3
f11c5599-b7fd-5fac-8832-8db48f9898f3,Ramen#ddang,25,9,600,9,13,13.923,16.385,3.462,0.8487,1.0621,0.2208,2712.15,132.434,197.033,0.67832,0.75,0.7,0.2783,0.3279,4.843,0.3478,0.04753,0.2152,27.351,0.2065,0.3018,0.2308,1,-3.077,4,0.5385,0,0,-0.0,1.4145,0.36801,220.7238,6.7896,12.2591,1.06,1,0.47624,0.0,0.0,-2.462,0.3077,9,0,0,1,9,9,0.0,0.4211,17,38.0,0,0.0,0.0,0.0,0,0,0.0,0,24.0,2.667,0.0,0.0,2362.89,3618.17,1.4367,1,0.3333,149.33,0.0,33.59,26.37,63.01,63.33,0,低スキル帯,15.0,50.8,1,🟡 スマーフ疑い,中,Silver 1,Silver 1
2e145ff1-5132-5c26-9a38-8f368c885f54,細やかな菜奈せっちNPC#nana,232,10,730,10,70,12.071,16.614,6.1,0.8876,1.2849,0.08732,2351.99,116.77,182.258,0.60435,0.6471,0.57072,1.1652,1.3128,5.354,0.4435,0.04398,0.5037,35.318,0.3025,0.3892,0.4571,4,-0.471,11,0.5571,0,7,-0.08071,1.3314,0.13098,175.1544,0.7652,0.0951,736.29,203,0.43944,0.0857,0.0286,-4.543,0.1857,10,0,0,13,10,3,-0.5385,0.4749,829,131.15,724,-0.651,21.06,0.4848,37,465,-0.1076,7,51.33,1.667,0.0,0.0,2299.8,3401.79,1.5438,1,0.3333,298.67,0.0,50.2,25.45,99.9,1.27,2,最低スキル帯,0.0,50.4,1,🟡 スマーフ疑い,中,Silver 2,Silver 2
7e8f3520-3eb9-58d3-bc01-bc4b3a35c5ea,luvgood#るーな,67,11,800,11,10,20.7,13.7,3.9,1.5815,1.8702,0.3364,3536.3,166.878,271.269,0.97519,1.3912,1.06848,0.5318,0.3362,5.197,0.2511,0.08456,0.2514,33.423,0.2003,0.248,0.4,3,-1.4,2,0.6,0,0,0.0,2.1565,0.45873,227.5606,4.7208,4.8534,2.06,1,0.57275,0.4,0.3,7.0,0.9,11,0,0,1,11,11,0.0,0.5,23,40.0,0,0.0,0.0,0.0,0,0,0.0,0,58.0,4.0,0.0,0.0,2465.94,3309.24,2.5653,1,0.3333,284.0,0.0,51.14,6.6,14.35,55.3,0,低スキル帯,63.0,49.8,1,🟡 スマーフ疑い,中,Silver 3,Silver 3
1f575a55-64cc-574c-bf06-131694f4b22f,dice#8589,29,12,926,12,6,18.5,13.5,2.5,1.4902,1.6941,0.23973,3157.33,156.49,245.803,0.91623,1.5893,1.0,0.7157,0.4803,7.411,0.4006,0.03555,0.1483,46.188,0.2951,0.3863,0.5,3,0.5,2,0.8333,0,0,0.0,1.8627,0.29966,195.613,10.277,1.168,5.14,1,0.54622,0.5,0.3333,5.0,0.6667,12,0,0,2,12,12,0.0,0.125,5,5.0,0,0.0,0.0,0.0,0,0,0.0,0,25.0,1.333,0.0,0.0,2622.78,3211.45,2.2726,2,0.6667,80.33,0.0,51.69,2.43,4.16,54.12,0,低スキル帯,73.0,48.4,1,🟡 スマーフ疑い,中,Gold 1,Gold 1
64bf3f8e-9b4d-51a7-bd3e-a7b54f4a7f85,FrankenSteiN#717,270,12,936,13,82,15.744,15.841,4.512,1.0577,1.3523,0.28833,3121.22,153.71,226.276,0.77656,0.947,0.75,0.5949,0.5624,6.368,0.4045,0.11765,0.408,46.025,0.2994,0.3744,0.439,3,-0.659,9,0.3659,1,8,-0.09532,1.3222,0.36041,192.1377,0.7835,0.1081,758.37,248,0.5176,0.1341,0.0732,-0.098,0.439,13,0,1,13,12,4,-0.6154,0.4928,997,156.31,827,-0.389,20.116,0.5054,37,590,0.1146,8,38.67,2.667,0.0,0.0,2715.77,3504.17,1.5579,1,0.3333,130.0,0.0,44.79,26.24,99.9,1.27,2,最低スキル帯,0.0,48.4,1,🟡 スマーフ疑い,中,Gold 1,Gold 2
22e8722f-9a25-56cf-aa14-b49cfbc5f447,player1#1024,81,15,1217,15,20,13.7,14.35,7.15,1.0043,1.5649,0.16778,2472.65,128.005,198.541,0.70509,0.9773,0.70714,0.4615,0.4596,6.679,0.4875,0.05311,0.3165,36.784,0.2874,0.439,0.6316,5,1.2,4,0.75,0,4,-0.23233,1.0043,0.16778,128.0048,2.4798,1.1068,18.07,9,0.4849,0.15,0.05,-0.65,0.4,15,0,0,2,15,15,0.0,0.2632,64,58.0,20,12.65,20.093,0.65,39,253,-13.8797,5,62.0,1.667,0.0,0.0,2396.41,3502.76,1.6764,1,0.3333,305.33,0.0,48.23,1.02,67.75,25.01,1,中スキル帯,39.0,48.3,1,🟡 スマーフ疑い,中,Platinum 1,Platinum 1
7be81336-d109-5903-86ef-76e8b2a22c56,Yuumi#ゆうみ,246,12,932,12,15,19.333,16.2,5.067,1.7225,2.0487,0.20599,3484.2,188.446,299.297,1.06216,1.4286,1.05263,2.0103,1.167,7.318,0.3785,0.09515,0.4619,96.69,0.5131,0.3865,0.7333,6,3.067,4,0.5333,0,4,-0.24176,2.1532,0.25749,235.5578,1.4004,0.0447,335.62,78,0.53123,0.4,0.0667,3.133,0.6667,12,0,0,6,12,7,-1.25,0.2762,101,32.83,9,-9.222,11.952,0.1111,10,62,9.1071,1,38.67,1.667,0.0,0.0,2421.4,3398.29,2.8455,1,0.3333,129.0,0.0,68.73,1.28,5.6,67.36,4,中低スキル帯,33.0,47.5,1,🟡 スマーフ疑い,中,Gold 1,Gold 1
9738170e-a1d2-5027-8cd6-7d7f3537e21c,イダバー#00819,26,12,958,13,14,17.357,12.714,8.357,1.5108,2.225,0.0972,2916.29,146.143,255.622,0.88398,1.3658,0.85,0.6576,0.4352,3.131,0.1804,0.03476,0.3576,21.383,0.1463,0.1801,0.6429,6,2.214,2,0.9286,1,1,-0.17857,1.8885,0.1215,182.6782,11.6215,0.0177,791.6,6,0.55368,0.4286,0.1429,4.643,0.8571,13,0,1,5,12,13,0.2,0.2798,24,10.4,0,0.0,0.0,0.0,0,0,0.0,0,59.67,1.667,0.0,0.0,2321.41,3220.16,2.6032,1,0.3333,118.33,0.0,54.94,3.88,5.3,56.29,0,低スキル帯,59.0,47.2,1,🟡 スマーフ疑い,中,Gold 1,Gold 2
ad8fa581-8a68-5654-8fd3-a7481572ac43,限界リーマンさわ#25歳,97,14,1139,17,18,22.389,15.389,4.722,1.6606,2.0097,0.21837,4029.83,193.413,304.192,1.07714,1.5268,1.10317,0.9952,0.5993,7.966,0.3558,0.06153,0.2818,45.317,0.2343,0.335,0.5556,4,0.889,8,0.2222,3,6,-0.23775,1.7792,0.23396,207.2286,3.4238,0.024,750.15,38,0.58159,0.5,0.2222,7.0,0.7778,17,0,3,18,14,7,-0.4118,0.4434,314,35.33,0,0.0,0.0,0.0,0,0,0.0,0,59.0,3.0,0.2,0.167,2601.33,3327.95,2.5534,3,1.0,35.0,0.0,64.64,1.54,4.71,57.92,0,低スキル帯,44.0,46.7,1,🟡 スマーフ疑い,中,Gold 3,Platinum 3
46b69f3d-b21a-5d56-a0b9-b26153cd3ece,mega11#789,67,10,786,11,11,17.364,13.091,3.0,1.5161,1.7598,0.25863,3101.82,169.322,263.544,0.95071,1.2105,0.88889,0.8423,0.5556,5.645,0.3251,0.16743,0.6474,47.81,0.2824,0.3003,0.7273,8,3.273,5,0.3636,1,6,-0.65455,2.2742,0.38794,253.9837,4.5258,0.1094,100.53,36,0.56032,0.3636,0.3636,4.273,0.6364,11,0,1,2,10,5,-2.5,0.5304,25,23.0,0,0.0,0.0,0.0,0,0,0.0,0,28.67,1.667,0.0,0.0,2394.6,3320.19,2.5326,3,1.0,26.0,0.0,54.06,5.05,4.88,54.43,0,低スキル帯,58.0,46.5,1,🟡 スマーフ疑い,中,Silver 2,Silver 3
05ec876f-efde-5434-aa14-e9722096215c,torin9s#かっけぇw,154,13,1082,14,64,16.703,14.672,4.797,1.2851,1.6549,0.22256,2995.2,150.04,230.087,0.83942,1.1549,0.82213,0.7847,0.6106,7.369,0.4412,0.09488,0.4263,60.382,0.4024,0.4138,0.6032,9,1.5,11,0.3281,1,7,-0.06154,1.4828,0.2568,173.1235,1.6689,0.088,727.44,134,0.50882,0.3125,0.1562,2.031,0.5469,14,0,1,12,13,8,-0.4167,0.4824,375,65.42,16,19.188,16.576,0.8125,33,321,-21.2279,10,37.0,2.0,0.0,0.0,2434.7,3268.72,2.1112,2,0.6667,128.0,0.0,46.77,0.93,76.12,25.01,1,中スキル帯,24.0,45.9,1,🟡 スマーフ疑い,中,Gold 2,Gold 3
496e62fe-d613-50d7-9aa8-1ad38169a395,ぽよた#ぽよた,26,7,444,7,10,5.5,13.0,4.1,0.478,0.7939,0.15584,1194.3,61.094,81.7,0.27885,0.4167,0.2971,0.3177,0.6646,2.579,0.4689,0.05853,0.3756,18.695,0.306,0.3827,0.6,5,1.7,2,0.8,0,0,-0.0,1.0244,0.33395,130.9165,3.6773,2.4827,4.03,1,0.33217,0.0,0.0,-7.5,0.1,7,0,0,2,7,7,0.0,0.15,7,6.5,0,0.0,0.0,0.0,0,0,0.0,0,33.0,1.0,0.0,0.0,2415.81,3139.43,0.7915,1,0.3333,61.67,0.0,64.76,6.77,7.23,58.25,0,低スキル帯,28.0,44.9,1,🟡 スマーフ疑い,中,Bronze 2,Bronze 2
61157530-bb4d-5826-921a-3e8e69896967,狐羽音ゆいTwitch#8210,562,10,726,13,354,9.082,14.814,5.136,0.6738,1.043,0.13897,1834.75,87.246,129.957,0.43339,0.5811,0.40909,0.4379,0.6499,4.355,0.4795,0.08228,0.5921,32.404,0.3714,0.4311,0.4716,8,-0.257,15,0.2881,3,8,-0.01341,1.0107,0.20845,130.8685,0.2398,0.3374,1049.17,527,0.40263,0.0367,0.0254,-5.732,0.1299,13,0,3,18,10,6,-0.2222,0.4744,1861,215.56,40,-0.55,17.993,0.5,24,147,-3.5214,5,26.67,1.667,0.0,0.0,2189.33,3648.92,1.2311,2,0.6667,121.67,0.0,62.86,1.77,39.41,62.5,4,中低スキル帯,0.0,44.5,1,🟡 スマーフ疑い,中,Silver 2,Gold 2
